locationId,providerId,name,registrationStatus,registrationDate,postalAddressLine1,postalAddressTownCity,postalAddressCounty,region,postalCode,mainPhoneNumber,localAuthority,numberOfBeds,currentRatings.overall.rating,currentRatings.overall.reportDate,regulatedActivities,gacServiceTypes
1-22964637089,1-21978089887,Halo Dental Clinic,Registered,2025-10-31,Unit 2,Sevenoaks,,South East,TN13 1DW,,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Manraj Singh', 'personFamilyName': 'Rai', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Manraj Singh', 'personFamilyName': 'Rai', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Manraj Singh', 'personFamilyName': 'Rai', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-2297024576,1-2207836276,The Island Residential Home,Registered,2015-11-25,114 Leysdown Road,Isle of Sheppey,Kent,South East,ME12 4LH,01795510271,Kent,35.0,Good,2021-09-22,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Julian Henry', 'personFamilyName': 'Finnis', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-22985089515,1-20632791371,Dream Care Ltd,Registered,2025-06-04,Unit 1-2,Ashford,,South East,TN24 8DF,01233515106,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Lola Soter', 'personFamilyName': 'Titus', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-22994877136,1-22011317037,Tooth Club Tunbridge Wells,Registered,2025-06-27,39 Mount Pleasant Road,Tunbridge Wells,,South East,TN1 1PN,03332419130,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Kunal', 'personFamilyName': 'Thakker', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Kunal', 'personFamilyName': 'Thakker', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Kunal', 'personFamilyName': 'Thakker', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-22994877356,1-22011317037,Tooth Club Maidstone,Registered,2025-06-27,1 Odiham Drive,Maidstone,Kent,South East,ME16 0TW,03332419130,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Priya Kaur', 'personFamilyName': 'Bains', 'personRoles': ['Registered Manager']}, {'personTitle': 'Mrs', 'personGivenName': 'Deborah Linda', 'personFamilyName': 'Mitchell', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Priya Kaur', 'personFamilyName': 'Bains', 'personRoles': ['Registered Manager']}, {'personTitle': 'Mrs', 'personGivenName': 'Deborah Linda', 'personFamilyName': 'Mitchell', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Priya Kaur', 'personFamilyName': 'Bains', 'personRoles': ['Registered Manager']}, {'personTitle': 'Mrs', 'personGivenName': 'Deborah Linda', 'personFamilyName': 'Mitchell', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-22995022877,1-20630501025,South East Ultrasound,Registered,2025-06-16,The Marlowe Innovation Centre,Ramsgate,,South East,CT12 6FA,01843808182,Kent,0.0,Not rated,,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Clare Frances', 'personFamilyName': 'Redfearn', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Clare Frances', 'personFamilyName': 'Redfearn', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Clare Frances', 'personFamilyName': 'Redfearn', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Clare Frances', 'personFamilyName': 'Redfearn', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-22995389812,1-20633672447,Dr Julian Medical Group Limited,Registered,2025-05-16,"The 1921 Building, East Malling Business Centre",West Malling,,South East,ME19 6BJ,,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Julian', 'personFamilyName': 'Nesbitt', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Mobile doctors', 'description': 'Mobile doctors service'}, {'name': 'Community services - Mental Health', 'description': 'Community based services for people with mental health needs'}]"
1-22999522615,1-21283453958,Care365 Limited,Registered,2025-05-07,40 Old Park Avenue,Canterbury,,South East,CT1 1DL,,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Lola Soter', 'personFamilyName': 'Titus', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-230102683,1-101673037,55 Sandwich Road,Registered,2011-06-03,55 Sandwich Road,Dover,Kent,South East,CT16 3LT,01304820803,Kent,2.0,Not rated,,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Victoria Louise', 'personFamilyName': 'Paxman', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-23019686534,1-20709825149,Kent Hearing,Registered,2025-05-01,"Suite 15, Building 80, Churchill Square",West Malling,,South East,ME19 4YU,01732525912,Kent,0.0,Not rated,,"[{'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Priyadarshni', 'personFamilyName': 'Carling', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Diagnosis/screening', 'description': 'Diagnostic and/or screening service'}]"
1-2304849512,1-2197737725,Ham Street Dental Clinic,Registered,2015-12-17,Warehorne Road,Ashford,Kent,South East,TN26 2JJ,01233733848,Kent,0.0,Inspected but not rated,2018-08-15,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': []}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': []}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': []}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-2306462025,1-101694498,Nurse Plus UK - Dover,Registered,2016-02-27,Beechwood House,Dover,,South East,CT16 3PN,01304273300,Kent,0.0,Good,2018-09-13,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Nicola', 'personFamilyName': 'Southgate', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Nicola', 'personFamilyName': 'Southgate', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-23103282848,1-18784245290,Sylvian Care Tonbridge & Royal Tunbridge Wells,Registered,2025-05-07,Regus - Pluto House,Tunbridge Wells,,South East,TN1 1DJ,,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Awoborode Toyin', 'personFamilyName': 'Opebiyi', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-23111400086,1-18026564077,Primcura Healthcare Ltd,Registered,2025-05-23,Lombard House,Canterbury,Kent,South East,CT1 2NF,01227935700,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Leanne Vanessa', 'personFamilyName': 'Anslow', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-231152166,1-156970599,Westerham Dental Care,Registered,2011-06-25,"First Floor, 1 The Green",Westerham,Kent,South East,TN16 1AS,01959564341,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Anna', 'personFamilyName': 'Erwee', 'personRoles': ['Registered Manager']}, {'personTitle': 'Mrs', 'personGivenName': 'Liesl', 'personFamilyName': 'Labuschagne', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Anna', 'personFamilyName': 'Erwee', 'personRoles': ['Registered Manager']}, {'personTitle': 'Mrs', 'personGivenName': 'Liesl', 'personFamilyName': 'Labuschagne', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Anna', 'personFamilyName': 'Erwee', 'personRoles': ['Registered Manager']}, {'personTitle': 'Mrs', 'personGivenName': 'Liesl', 'personFamilyName': 'Labuschagne', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-23115790475,1-18795903716,MA HEALTHCARE SUPPORT LTD OFFICE G07A BRUNEL WAY,Registered,2025-05-08,Office GO7A,Dartford,,South East,DA1 5GA,02030893548,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Gniondi Marie Ange Stephanie', 'personFamilyName': 'Pei', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-23142012968,1-9717262925,Sheerness Health Centre,Registered,2026-02-16,250-262 High Street,Sheerness,Kent,South East,ME12 1UP,01795580909,Kent,0.0,Not rated,,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Mohammad Abdul', 'personFamilyName': 'Halim', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Mohammad Abdul', 'personFamilyName': 'Halim', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Mohammad Abdul', 'personFamilyName': 'Halim', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Mohammad Abdul', 'personFamilyName': 'Halim', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors treatment service'}]"
1-232190396,1-153036815,Molyneux Park Dental Practice,Registered,2011-04-29,5A Molyneux Park Road,Tunbridge Wells,Kent,South East,TN4 8DG,01892522234,Kent,0.0,No published rating,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': []}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': []}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': []}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-23257845318,1-22638224045,PMA Dental Care,Registered,2025-11-17,Dental Surgery,Gravesend,Kent,South East,DA11 0PA,08445769905,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Sunita Kour', 'personFamilyName': 'Bali', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Syed Tariq Hussain', 'personFamilyName': 'Kazmi', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Sunita Kour', 'personFamilyName': 'Bali', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Syed Tariq Hussain', 'personFamilyName': 'Kazmi', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Sunita Kour', 'personFamilyName': 'Bali', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Syed Tariq Hussain', 'personFamilyName': 'Kazmi', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-23293814165,1-18645225388,Genesyscare Healthcare Services Limited,Registered,2025-07-01,5 Acorn Terrace,Sittingbourne,,South East,ME9 7AZ,,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Oluwaseyi Elizabeth', 'personFamilyName': 'Edward', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}, {'name': 'Supported living', 'description': 'Supported living service'}]"
1-23383414522,1-983441221,Optical Express - Dartford Hospital,Registered,2025-08-05,"Ground Floor, North Wing",Dartford,,South East,DA2 6QH,08702202020,Kent,0.0,Good,2022-06-22,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Aaron Peter', 'personFamilyName': 'Moffat', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Aaron Peter', 'personFamilyName': 'Moffat', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Aaron Peter', 'personFamilyName': 'Moffat', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Clinic', 'description': 'Acute services without overnight beds / listed acute services with or without overnight beds'}]"
1-23408099308,1-18920485559,Refined Care Services,Registered,2025-05-30,60 Mount Pleasant Road,Dartford,,South East,DA1 1TH,,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Susana', 'personFamilyName': 'Ofori-Ofosu', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-234535449,1-205038464,Woodbury Dental and Laser Clinic,Registered,2011-04-19,149 High Street,Tenterden,Kent,South East,TN30 6JS,,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': []}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': []}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': []}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-23458765033,1-21210926657,DC Psych,Registered,2025-09-01,Old Vine Cottage,Cranbrook,,South East,TN17 1JX,07735961467,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Daniel', 'personFamilyName': 'Chetcuti', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Mobile doctors', 'description': 'Mobile doctors service'}]"
1-23459055570,1-21533023951,The Private Medical Group-Ashford,Registered,2025-07-07,Unit C,Ashford,Kent,South East,TN24 0YS,03332102146,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Jonathan William', 'personFamilyName': 'Webster', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Robert Jackson', 'personFamilyName': 'White', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Jonathan William', 'personFamilyName': 'Webster', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Robert Jackson', 'personFamilyName': 'White', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Jonathan William', 'personFamilyName': 'Webster', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Robert Jackson', 'personFamilyName': 'White', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors treatment service'}]"
1-23459055618,1-21533023951,The Private Medical Group-Margate,Registered,2025-07-07,Private Patients Unit,Margate,,South East,CT9 4BG,03332102146,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Jonathan William', 'personFamilyName': 'Webster', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Robert Jackson', 'personFamilyName': 'White', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Jonathan William', 'personFamilyName': 'Webster', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Robert Jackson', 'personFamilyName': 'White', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Jonathan William', 'personFamilyName': 'Webster', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Robert Jackson', 'personFamilyName': 'White', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-23488980762,1-14357985644,Springwood Corner Care Home,Registered,2025-06-05,53 Ascot Road,Gravesend,,South East,DA12 5AL,01604675566,Kent,62.0,Not rated,,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Nicola Louise', 'personFamilyName': 'Pike', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-23489505122,1-18583101496,Dawning Care Ltd,Registered,2025-06-08,3 Tudeley Lane,Tonbridge,,South East,TN9 2JN,07846483819,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Sizeni', 'personFamilyName': 'Halfacre', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-23500761535,1-20711477035,Ola Prestige Care Services-Dartford.,Registered,2025-06-05,Regus House,Dartford,Kent,South East,DA2 6QD,,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Olayinka', 'personFamilyName': 'Ogunnusi', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-23501136918,1-22157249022,Maidstone Dental and Implant Centre,Registered,2025-09-12,Knightrider Chambers,Maidstone,,South East,ME15 6LP,01622682029,Kent,0.0,Inspected but not rated,2018-07-25,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Saira Akhtar', 'personFamilyName': 'Gill', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Saira Akhtar', 'personFamilyName': 'Gill', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Saira Akhtar', 'personFamilyName': 'Gill', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-2352094536,1-2311495102,Lucketts Farm,Registered,2016-01-04,17 Blean Hill,Canterbury,Kent,South East,CT2 9EF,01227478564,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Angela Dorothy', 'personFamilyName': 'Cook', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Supported living', 'description': 'Supported living service'}]"
1-23541024700,1-21803910241,Butler Healthcare Support,Registered,2025-07-21,18 Ely Gardens,Tonbridge,,South East,TN10 4NZ,,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Adighi Bassey', 'personFamilyName': 'Okosin', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-23554564503,1-23182096939,Smiles Dental & Cosmetic Care,Registered,2025-09-02,11A High Street,Ashford,Kent,South East,TN27 9NH,01622891009,Kent,0.0,Inspected but not rated,2021-07-12,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Laxmi Prasanna', 'personFamilyName': 'Maddineni', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Laxmi Prasanna', 'personFamilyName': 'Maddineni', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Laxmi Prasanna', 'personFamilyName': 'Maddineni', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-23607230295,1-153024565,British Red Cross - Maidstone,Registered,2025-06-19,1 Hermitage Court,Maidstone,,South East,ME16 9NT,,Kent,0.0,Not rated,,"[{'name': 'Transport services, triage and medical advice provided remotely', 'code': 'RA10', 'contacts': []}]","[{'name': 'Ambulances', 'description': 'Ambulance service'}]"
1-236309305,1-220974769,Reflective Care Limited,Registered,2011-07-06,No 6a North Street,New Romney,Kent,South East,TN28 8DW,01797364894,Kent,,Good,2020-02-13,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Maria Antonietta', 'personFamilyName': 'Ricciardi', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Supported living', 'description': 'Supported living service'}]"
1-23638803759,1-20707863603,Kent Tongue-Tie Professionals,Registered,2025-08-04,Grove Dairy Farm Business Park,Sittingbourne,,South East,ME9 8NY,,Kent,0.0,Not rated,,"[{'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Laura Louise Hartley', 'personFamilyName': 'Baghdadchi', 'personRoles': ['Registered Manager']}, {'personTitle': 'Mrs', 'personGivenName': 'Kate Louise', 'personFamilyName': 'Lynch', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Community services - Healthcare', 'description': 'Community healthcare service'}]"
1-23665934671,1-18391437665,40 Waterlow Road,Registered,2025-06-27,40 Waterlow Road,Maidstone,,South East,ME14 2TP,07715271036,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Justina Oluchi', 'personFamilyName': 'Dimude', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-237449361,1-214646298,Hawkinge House,Registered,2011-04-29,Hurricane Way,Folkestone,Kent,South East,CT18 7SS,01303890100,Kent,55.0,Requires improvement,2022-04-02,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Tara Margaret', 'personFamilyName': 'Peacock', 'personRoles': ['Registered Manager']}]}, {'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Tara Margaret', 'personFamilyName': 'Peacock', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Tara Margaret', 'personFamilyName': 'Peacock', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Community services - Healthcare', 'description': 'Community healthcare service'}, {'name': 'Nursing homes', 'description': 'Care home service with nursing'}, {'name': 'Homecare agencies', 'description': 'Domiciliary care service'}, {'name': 'Supported housing', 'description': 'Extra Care housing services'}, {'name': 'Supported living', 'description': 'Supported living service'}]"
1-23831769293,1-23551342500,Smile Arch Dental and Implant Centre,Registered,2025-09-09,16 Shorncliffe Road,Folkestone,Kent,South East,CT20 2SF,07376373335,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Archana Surendra', 'personFamilyName': 'Mehta', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Archana Surendra', 'personFamilyName': 'Mehta', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Archana Surendra', 'personFamilyName': 'Mehta', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-2384458741,1-118163801,Avante Home Care and Support Service,Registered,2015-12-22,De Gelsey House,Faversham,Kent,South East,ME13 8GD,01795597454,Kent,0.0,Good,2020-04-03,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Georgina Louise', 'personFamilyName': 'Mills', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-23889884797,1-21705850797,RCB Homecare Limited,Registered,2025-07-16,Priory Mews,Dartford,,South East,DA2 6EG,01322935250,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Denise Carole', 'personFamilyName': 'Dadswell', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-2389553113,1-1772846870,Meritum Integrated Care LLP (Folkestone),Registered,2016-01-04,"Unit 11, Folkestone Enterprise Centre",Folkestone,,South East,CT19 4RH,01303297010,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Charlotte', 'personFamilyName': 'Jones', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}, {'name': 'Supported living', 'description': 'Supported living service'}]"
